bed_id,bed_id_provenance,dataset_id,device_id,device_id_provenance,installation_id,installation_id_provenance,mattress_id,mattress_id_provenance,night_id,night_id_provenance,participant_id,participant_id_provenance,recording_date,recording_date_provenance,recording_location,recording_location_provenance,sensor_id,sensor_id_provenance,sensor_position,sensor_position_provenance,session_id,session_id_provenance,source_path
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231130,source recording filename/date token; identifies a recording night only,16,source participant directory,20231130,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/16/BCG/16_20231130_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231124,source recording filename/date token; identifies a recording night only,17,source participant directory,20231124,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/17/BCG/17_20231124_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231125,source recording filename/date token; identifies a recording night only,17,source participant directory,20231125,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/17/BCG/17_20231125_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231126,source recording filename/date token; identifies a recording night only,17,source participant directory,20231126,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/17/BCG/17_20231126_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231128,source recording filename/date token; identifies a recording night only,17,source participant directory,20231128,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/17/BCG/17_20231128_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231129,source recording filename/date token; identifies a recording night only,17,source participant directory,20231129,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/17/BCG/17_20231129_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231124,source recording filename/date token; identifies a recording night only,18,source participant directory,20231124,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/18/BCG/18_20231124_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231125,source recording filename/date token; identifies a recording night only,18,source participant directory,20231125,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/18/BCG/18_20231125_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231126,source recording filename/date token; identifies a recording night only,18,source participant directory,20231126,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/18/BCG/18_20231126_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231127,source recording filename/date token; identifies a recording night only,18,source participant directory,20231127,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/18/BCG/18_20231127_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231128,source recording filename/date token; identifies a recording night only,18,source participant directory,20231128,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/18/BCG/18_20231128_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231129,source recording filename/date token; identifies a recording night only,18,source participant directory,20231129,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/18/BCG/18_20231129_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231130,source recording filename/date token; identifies a recording night only,18,source participant directory,20231130,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/18/BCG/18_20231130_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231124,source recording filename/date token; identifies a recording night only,19,source participant directory,20231124,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/19/BCG/19_20231124_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231125,source recording filename/date token; identifies a recording night only,19,source participant directory,20231125,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/19/BCG/19_20231125_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231126,source recording filename/date token; identifies a recording night only,19,source participant directory,20231126,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/19/BCG/19_20231126_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231127,source recording filename/date token; identifies a recording night only,19,source participant directory,20231127,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/19/BCG/19_20231127_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231128,source recording filename/date token; identifies a recording night only,19,source participant directory,20231128,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/19/BCG/19_20231128_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231129,source recording filename/date token; identifies a recording night only,19,source participant directory,20231129,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/19/BCG/19_20231129_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231130,source recording filename/date token; identifies a recording night only,19,source participant directory,20231130,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/19/BCG/19_20231130_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231124,source recording filename/date token; identifies a recording night only,20,source participant directory,20231124,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/20/BCG/20_20231124_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231125,source recording filename/date token; identifies a recording night only,20,source participant directory,20231125,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/20/BCG/20_20231125_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231126,source recording filename/date token; identifies a recording night only,20,source participant directory,20231126,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/20/BCG/20_20231126_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231127,source recording filename/date token; identifies a recording night only,20,source participant directory,20231127,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/20/BCG/20_20231127_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231128,source recording filename/date token; identifies a recording night only,20,source participant directory,20231128,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/20/BCG/20_20231128_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231129,source recording filename/date token; identifies a recording night only,20,source participant directory,20231129,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/20/BCG/20_20231129_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231130,source recording filename/date token; identifies a recording night only,20,source participant directory,20231130,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/20/BCG/20_20231130_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231201,source recording filename/date token; identifies a recording night only,21,source participant directory,20231201,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/21/BCG/21_20231201_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231202,source recording filename/date token; identifies a recording night only,21,source participant directory,20231202,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/21/BCG/21_20231202_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231203,source recording filename/date token; identifies a recording night only,21,source participant directory,20231203,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/21/BCG/21_20231203_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231204,source recording filename/date token; identifies a recording night only,21,source participant directory,20231204,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/21/BCG/21_20231204_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231205,source recording filename/date token; identifies a recording night only,21,source participant directory,20231205,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/21/BCG/21_20231205_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231206,source recording filename/date token; identifies a recording night only,21,source participant directory,20231206,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/21/BCG/21_20231206_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231207,source recording filename/date token; identifies a recording night only,21,source participant directory,20231207,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/21/BCG/21_20231207_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231201,source recording filename/date token; identifies a recording night only,22,source participant directory,20231201,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/22/BCG/22_20231201_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231202,source recording filename/date token; identifies a recording night only,22,source participant directory,20231202,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/22/BCG/22_20231202_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231203,source recording filename/date token; identifies a recording night only,22,source participant directory,20231203,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/22/BCG/22_20231203_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231204,source recording filename/date token; identifies a recording night only,22,source participant directory,20231204,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/22/BCG/22_20231204_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231206,source recording filename/date token; identifies a recording night only,22,source participant directory,20231206,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/22/BCG/22_20231206_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231207,source recording filename/date token; identifies a recording night only,22,source participant directory,20231207,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/22/BCG/22_20231207_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231201,source recording filename/date token; identifies a recording night only,23,source participant directory,20231201,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/23/BCG/23_20231201_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231202,source recording filename/date token; identifies a recording night only,23,source participant directory,20231202,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/23/BCG/23_20231202_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231203,source recording filename/date token; identifies a recording night only,23,source participant directory,20231203,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/23/BCG/23_20231203_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231206,source recording filename/date token; identifies a recording night only,23,source participant directory,20231206,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/23/BCG/23_20231206_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231207,source recording filename/date token; identifies a recording night only,23,source participant directory,20231207,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/23/BCG/23_20231207_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231208,source recording filename/date token; identifies a recording night only,23,source participant directory,20231208,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/23/BCG/23_20231208_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231201,source recording filename/date token; identifies a recording night only,24,source participant directory,20231201,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/24/BCG/24_20231201_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231202,source recording filename/date token; identifies a recording night only,24,source participant directory,20231202,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/24/BCG/24_20231202_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231203,source recording filename/date token; identifies a recording night only,24,source participant directory,20231203,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/24/BCG/24_20231203_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231204,source recording filename/date token; identifies a recording night only,24,source participant directory,20231204,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/24/BCG/24_20231204_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231205,source recording filename/date token; identifies a recording night only,24,source participant directory,20231205,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/24/BCG/24_20231205_BCG.csv
,unknown; not reported per record,figshare:26013157/file:46976602,,unknown; device identity not reported per record,,unknown; source does not report removal/reinstallation boundaries and night is not treated as installation,,unknown; not reported per record,20231206,source recording filename/date token; identifies a recording night only,24,source participant directory,20231206,source filename/date token,participant dormitory sleeping environment,dataset paper protocol; dormitory natural-sleep environment,,unknown; sensor serial/device identity not reported per record,beneath mattress near chest,"dataset paper protocol; dataset-level placement, not a per-night reinstallation record",,unknown; recording night is not promoted to a session identifier,dataset/data/24/BCG/24_20231206_BCG.csv
